Page,District_Name,Issuer,Investment_Amount
1554,New York 16th,METROPOLITAN TRANSN AUTH N Y COMMUTER FACS REV,10385000
1554,New York 16th,WESTCHESTER CNTY N Y INDL DEV AGY CIVIC FAC REV,10115000
1554,New York 16th,DOBBS FERRY N Y,9735000
1554,New York 16th,SCARSDALE N Y,9350000
1554,New York 16th,PELHAM N Y,8850000
1554,New York 16th,HARRISON N Y WTR DIST NO 2- FIRE PROTN DIST NO 2,8450000
1555,New York 16th,ELMSFORD N Y UN FREE SCH DIST,6690000
1555,New York 16th,HASTINGS ON HUDSON N Y,6685000
1555,New York 16th,NEW YORK ST DORM AUTH REVS SECONDARILY INSD,6500000
1555,New York 16th,NEW YORK ST MUN BD BK SPL PROG REV,6160000
1555,New York 16th,EDGEMONT N Y UN FREE SCH DIST GREENBURGH,5910000
1555,New York 16th,MAMARONECK N Y FIRE DIST NO 1,5835000
1555,New York 16th,ELMSFORD N Y,5740000
1555,New York 16th,TUCKAHOE N Y,5710000
1555,New York 16th,LARCHMONT N Y,3030000
1555,New York 16th,HARRISON N Y WTR DIST NO 1 & FIRE PROTN DIST NO 1,480000
1555,New York 16th,SALES TAX ASSET RECEIVABLE CORP N Y,65000
1555,New York 16th,NEW YORK ST URBAN DEV CORP CORRECTIONAL & YOUTH...,25000
1555,New York 16th,NEW YORK ST TWY AUTH SECOND GEN HWY & BRDG TR FD,20000
1558,New York 17th,NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR SY...,25888175000
1558,New York 17th,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV,21591360000
1558,New York 17th,METROPOLITAN TRANSN AUTH N Y REV,15814145000
1558,New York 17th,NEW YORK ST DORM AUTH SALES TAX REV ST SUPPORTE...,11727620000
1558,New York 17th,NEW YORK ST URBAN DEV CORP REV,10522510000
1558,New York 17th,NEW YORK ST HSG FIN AGY REV,7759915000
1558,New York 17th,NEW YORK ST TWY AUTH ST PERS INCOME TAX REV,4578675000
1558,New York 17th,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT,4315102000
1558,New York 17th,METROPOLITAN TRANSN AUTH N Y DEDICATED TAX FD,4088695000
1558,New York 17th,NEW YORK ST URBAN DEV CORP ST SALES TAX REV,3870130000
1558,New York 17th,NEW YORK ST ENVIRONMENTAL FACS CORP ST CLEAN WT...,3751665000
1558,New York 17th,NEW YORK ST TWY AUTH GEN REV,2864979998
1558,New York 17th,NEW YORK ST TWY AUTH GEN REV JR INDBT OBLIGS,2661095000
1558,New York 17th,NEW YORK ST MTG AGY HOMEOWNER MTG REV,2107370000
1558,New York 17th,NEW YORK ST PWR AUTH REV,1570610000
1558,New York 17th,NEW YORK ST ENVIRONMENTAL FACS CORP REV,1486445000
1558,New York 17th,NEW YORK ST PWR AUTH GREEN TRANSMISSION PROJ REV,1326630000
1558,New York 17th,NEW YORK ST,917095000
1558,New York 17th,WESTCHESTER CNTY N Y,799095000
1558,New York 17th,WESTCHESTER CNTY N Y LOC DEV CORP REV,591965000
1558,New York 17th,NEW YORK ST HSG FIN AGY ST PERSONAL INCOME TAX REV,395700000
1558,New York 17th,NEW YORK ST ENERGY RESH & DEV AUTH POLLUTN CTL REV,312500000
1558,New York 17th,DUTCHESS CNTY N Y,306910000
1558,New York 17th,ROCKLAND CNTY N Y,264355000
1558,New York 17th,WESTCHESTER TOBACCO ASSET SECURITIZATION CORP N...,255915000
1558,New York 17th,NEW YORK ST MTG AGY REV,167190000
1558,New York 17th,CLARKSTOWN N Y,134174160
1558,New York 17th,NEW YORK ST ENERGY RESH & DEV AUTH,126300000
1558,New York 17th,NEW YORK ST BRDG AUTH REV,107615000
1558,New York 17th,WAPPINGERS CENT SCH DIST N Y,94535579
1558,New York 17th,HAVERSTRAW STONY POINT N Y CENT SCH DIST,85020000
1558,New York 17th,RAMAPO N Y,81035000
1558,New York 17th,NEW YORK ST DORM AUTH REVS,77020000
1558,New York 17th,NEW YORK ST DORM AUTH REVS SECONDARY ISSUES,74205000
1558,New York 17th,MOUNT PLEASANT N Y,65920000
1558,New York 17th,OSSINING VLG N Y,63777915
1558,New York 17th,CHAPPAQUA N Y CENT SCH DIST,63085000
1558,New York 17th,ORANGETOWN N Y,55475000
1559,New York 17th,BEDFORD N Y CENT SCH DIST,53945000
1559,New York 17th,NANUET N Y UN FREE SCH DIST,53175000
1559,New York 17th,MAHOPAC N Y CENT SCH DIST,49896498
1559,New York 17th,TARRYTOWNS N Y UN FREE SCH DIST,46245000
1559,New York 17th,EAST RAMAPO CENT SCH DIST N Y,43915000
1559,New York 17th,MOUNT KISCO N Y,42795000
1559,New York 17th,PLEASANTVILLE N Y UN FREE SCH DIST,39865000
1559,New York 17th,MOUNT PLEASANT N Y CENT SCH DIST,36555000
1559,New York 17th,PAWLING N Y CENT SCH DIST,36115000
1559,New York 17th,CROTON HARMON N Y UN FREE SCH DIST,34924368
1559,New York 17th,BREWSTER N Y CENT SCH DIST,33510000
1559,New York 17th,EAST FISHKILL N Y,33155000
1559,New York 17th,BEDFORD N Y,32270000
1559,New York 17th,CROTON ON HUDSON N Y,31509762
1559,New York 17th,BRIARCLIFF MANOR N Y,31003525
1559,New York 17th,PEARL RIVER N Y UN FREE SCH DIST,30860000
1559,New York 17th,NEW YORK ST DORM AUTH REVS ST SUPPORTED DEBT,30565000
1559,New York 17th,PUTNAM CNTY N Y,29485000
1559,New York 17th,BRIARCLIFF MANOR N Y UN FREE SCH DIST,28338113
1559,New York 17th,CARMEL N Y,28068400
1559,New York 17th,METROPOLITAN TRANSN AUTH N Y SVC CONTRACT,27075000
1559,New York 17th,SLEEPY HOLLOW N Y,26645842
1559,New York 17th,SOMERS N Y CENT SCH DIST,26000000
1559,New York 17th,KATONAH-LEWISBORO N Y UN FREE SCH DIST,25305000
1559,New York 17th,OSSINING N Y UN FREE SCH DIST,25265000
1559,New York 17th,METROPOLITAN TRANSN AUTH N Y TRAN FACS REV,25000000
1559,New York 17th,DUTCHESS CNTY N Y WTR & WASTEWTR AUTH,24667353
1559,New York 17th,PEEKSKILL N Y,23820000
1559,New York 17th,NEW YORK N Y CITY MUN WTR FIN AUTH REV,23245000
1559,New York 17th,CLARKSTOWN N Y CENT SCH DIST,21890000
1559,New York 17th,HENDRICK HUDSON CENT SCH DIST N Y WESTCHESTER,20745000
1559,New York 17th,NEW YORK ST URBAN DEV CORP,20160000
1559,New York 17th,CORTLANDT N Y,19560000
1559,New York 17th,DUTCHESS CNTY N Y LOC DEV CORP REV,19360000
1559,New York 17th,RAMAPO N Y LOC DEV CORP REV,18550000
1559,New York 17th,NORTH SALEM N Y CENT SCH DIST,18403016
1559,New York 17th,NORTH CASTLE N Y,17780000
1559,New York 17th,HAVERSTRAW TOWN N Y,17410000
1559,New York 17th,ROCKLAND CNTY N Y INDL DEV AGY MULTI-FAMILY HSG...,14000000
1559,New York 17th,VALHALLA N Y UN FREE SCH DIST,13200000
1559,New York 17th,NYACK N Y,12960000
1559,New York 17th,NEW CASTLE N Y,12785000
1559,New York 17th,STONY POINT N Y,11875635
1559,New York 17th,METROPOLITAN TRANSN AUTH N Y COMMUTER FACS REV,10385000
1560,New York 17th,WESTCHESTER CNTY N Y INDL DEV AGY CIVIC FAC REV,10115000
1560,New York 17th,LAKELAND CENT SCH DIST N Y SHRUB OAK,9965800
1560,New York 17th,NYACK N Y UN FREE SCH DIST,9735000
1560,New York 17th,PLEASANTVILLE N Y,9315000
1560,New York 17th,PUTNAM VALLEY N Y,9065000
1560,New York 17th,PEEKSKILL N Y CITY SCH DIST,8510000
1560,New York 17th,SOUTHEAST TWN N Y,8025000
1560,New York 17th,LEWISBORO N Y,8000000
1560,New York 17th,GARRISON N Y UN FREE SCH DIST,7555000
1560,New York 17th,BREWSTER N Y,6850000
1560,New York 17th,CARMEL N Y CENT SCH DIST,6755000
1560,New York 17th,NEW YORK ST DORM AUTH REVS SECONDARILY INSD,6500000
1560,New York 17th,PAWLING N Y,6455000
1560,New York 17th,HAVERSTRAW VLG N Y,6250000
1560,New York 17th,NEW YORK ST MUN BD BK SPL PROG REV,6160000
1560,New York 17th,OSSINING TWN N Y,6140983
1560,New York 17th,KENT N Y,6120000
1560,New York 17th,WEST HAVERSTRAW N Y,5306250
1560,New York 17th,SUFFERN N Y,5210000
1560,New York 17th,POCANTICO HILLS N Y CENT SCH DIST,5060000
1560,New York 17th,HALDANE CENT SCH DIST N Y PHILIPSTOWN,4795000
1560,New York 17th,NORTH SALEM N Y,4290000
1560,New York 17th,YORKTOWN N Y CENT SCH DIST,4095000
1560,New York 17th,SOMERS N Y,3960000
1560,New York 17th,BUCHANAN N Y,3275000
1560,New York 17th,SOUTH ORANGETOWN N Y CENT SCH DIST,3030000
1560,New York 17th,PIERMONT N Y,2976000
1560,New York 17th,UPPER NYACK N Y,2750000
1560,New York 17th,SPRING VALLEY N Y,2725000
1560,New York 17th,WESTCHESTER CNTY N Y HEALTH CARE CORP REV,2620000
1560,New York 17th,PUTNAM VY N Y CENT SCH DIST,2530000
1560,New York 17th,YORK N Y CENT SCH DIST,2415000
1560,New York 17th,AIRMONT N Y,2335000
1560,New York 17th,BEDFORD HILLS FIRE DIST N Y,2185000
1560,New York 17th,COLD SPRING N Y,2071050
1560,New York 17th,BEEKMAN N Y DUTCHESS CNTY,1950000
1560,New York 17th,CROTON FALLS FIRE DIST N Y,1710000
1560,New York 17th,PATTERSON N Y,1325000
1560,New York 17th,MONTEBELLO N Y,1180000
1560,New York 17th,HILLBURN N Y,443000
1560,New York 17th,CHESTNUT RIDGE N Y,395000
1560,New York 17th,KASER VLG N Y,250000
1560,New York 17th,WESLEY HILLS VLG N Y,140000
1560,New York 17th,PAWLING VLG N Y,135000
1561,New York 17th,SALES TAX ASSET RECEIVABLE CORP N Y,65000
1561,New York 17th,POMONA N Y,50000
1561,New York 17th,NEW YORK ST URBAN DEV CORP CORRECTIONAL & YOUTH...,25000
1561,New York 17th,NEW YORK ST TWY AUTH SECOND GEN HWY & BRDG TR FD,20000
1561,New York 17th,HOPEWELL N Y,19000
1564,New York 18th,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV,21591360000
1564,New York 18th,METROPOLITAN TRANSN AUTH N Y REV,15814145000
1564,New York 18th,NEW YORK ST DORM AUTH SALES TAX REV ST SUPPORTE...,11727620000
1564,New York 18th,NEW YORK ST URBAN DEV CORP REV,10522510000
1564,New York 18th,PORT AUTH N Y & N J,9435145683
1564,New York 18th,NEW YORK ST HSG FIN AGY REV,7750525000
1564,New York 18th,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT,6019992000
1564,New York 18th,NEW YORK ST TWY AUTH ST PERS INCOME TAX REV,4578675000
1564,New York 18th,METROPOLITAN TRANSN AUTH N Y DEDICATED TAX FD,4088695000
1564,New York 18th,NEW YORK ST URBAN DEV CORP ST SALES TAX REV,3870130000
1564,New York 18th,NEW YORK ST ENVIRONMENTAL FACS CORP ST CLEAN WT...,3751665000
1564,New York 18th,NEW YORK ST TWY AUTH GEN REV,2864979998
1564,New York 18th,NEW YORK ST TWY AUTH GEN REV JR INDBT OBLIGS,2661095000
1564,New York 18th,NEW YORK ST MTG AGY HOMEOWNER MTG REV,2107370000
1564,New York 18th,NEW YORK ST PWR AUTH REV,1570610000
1564,New York 18th,NEW YORK ST ENVIRONMENTAL FACS CORP REV,1486445000
1564,New York 18th,NEW YORK ST PWR AUTH GREEN TRANSMISSION PROJ REV,1326630000
1564,New York 18th,NEW YORK ST,917095000
1564,New York 18th,NEW YORK LIBERTY DEV CORP LIBERTY REV,822030000
1564,New York 18th,DUTCHESS CNTY N Y LOC DEV CORP REV,756435000
1564,New York 18th,WESTCHESTER CNTY N Y LOC DEV CORP REV,554485000
1564,New York 18th,NEW YORK ST HSG FIN AGY ST PERSONAL INCOME TAX REV,395700000
1564,New York 18th,HIGHLAND N Y CENT SCH DIST,386313044
1564,New York 18th,NEW YORK ST ENERGY RESH & DEV AUTH POLLUTN CTL REV,312500000
1564,New York 18th,DUTCHESS CNTY N Y,306910000
1564,New York 18th,ORANGE CNTY N Y,200200000
1564,New York 18th,NEW YORK ST MTG AGY REV,167190000
1564,New York 18th,ULSTER CNTY N Y,158251723
1564,New York 18th,NEW YORK ST BRDG AUTH REV,107615000
1564,New York 18th,KINGSTON N Y CITY SCH DIST,95405000
1564,New York 18th,WAPPINGERS CENT SCH DIST N Y,94535579
1564,New York 18th,NEW YORK ST DORM AUTH REVS SECONDARY ISSUES,84695000
1564,New York 18th,KINGSTON N Y,76760928
1564,New York 18th,NEW YORK ST DORM AUTH REVS,73680000
1564,New York 18th,ULSTER CNTY N Y CAP RESOURCE CORP REV,71625000
1564,New York 18th,MIDDLETOWN N Y CITY SCH DIST,56960000
1564,New York 18th,ARLINGTON N Y CENT SCH DIST,52680000
1564,New York 18th,MINISINK VY CENT SCH DIST N Y,51604823
1565,New York 18th,BEACON N Y,47910000
1565,New York 18th,NEWBURGH N Y ENLARGED CITY SCH DIST,45860000
1565,New York 18th,MIDDLETOWN N Y,45606437
1565,New York 18th,WASHINGTONVILLE N Y CENT SCH DIST,41680000
1565,New York 18th,NEW WINDSOR N Y,39720000
1565,New York 18th,ORANGE CNTY N Y FDG CORP REV,39635000
1565,New York 18th,NEWBURGH N Y CITY SCH DIST,36215000
1565,New York 18th,NEW PALTZ N Y CENT SCH DIST,36085000
1565,New York 18th,POUGHKEEPSIE N Y CITY SCH DIST,35120000
1565,New York 18th,NEWBURGH CITY N Y,34230000
1565,New York 18th,BEACON N Y CITY SCH DIST,29834757
1565,New York 18th,RED HOOK N Y CENT SCH DIST,28665000
1565,New York 18th,MARLBORO N Y CENT SCH DIST,27900000
1565,New York 18th,METROPOLITAN TRANSN AUTH N Y SVC CONTRACT,27075000
1565,New York 18th,WALLKILL N Y CENT SCH DIST,26242318
1565,New York 18th,HYDE PARK N Y CENT SCH DIST,26140000
1565,New York 18th,LA GRANGE N Y,25858903
1565,New York 18th,MONROE N Y,25715000
1565,New York 18th,WAPPINGER N Y,25514016
1565,New York 18th,METROPOLITAN TRANSN AUTH N Y TRAN FACS REV,25000000
1565,New York 18th,DUTCHESS CNTY N Y WTR & WASTEWTR AUTH,24667353
1565,New York 18th,CORNWALL N Y CENT SCH DIST,24480000
1565,New York 18th,DUTCHESS CNTY N Y LOC DEV CORP MULTIFAMILY TAX ...,24180000
1565,New York 18th,WESTCHESTER CNTY N Y HEALTH CARE CORP REV,22174000
1565,New York 18th,GOSHEN N Y CENT SCH DIST,22020000
1565,New York 18th,VALLEY CENT SCH DIST N Y MONTGOMERY,21760000
1565,New York 18th,PORT JERVIS N Y CITY SCH DIST,20545000
1565,New York 18th,NEW PALTZ TOWN N Y,20262740
1565,New York 18th,NEW YORK ST URBAN DEV CORP,20160000
1565,New York 18th,POUGHKEEPSIE TOWN N Y,18425000
1565,New York 18th,RHINEBECK N Y CENT SCH DIST,16885000
1565,New York 18th,POUGHKEEPSIE CITY N Y,16880000
1565,New York 18th,HIGHLAND FALLS N Y,16529495
1565,New York 18th,WARWICK VY CENT SCH DIST N Y,15350078
1565,New York 18th,SPACKENKILL N Y UN FREE SCH DIST,15075000
1565,New York 18th,VAILS GATE FIRE DIST N Y,13000000
1565,New York 18th,HIGHLAND FALLS-FT MONTGOMERY N Y CENT SCH DIST,12415000
1565,New York 18th,NEW PALTZ N Y,11890000
1565,New York 18th,MILLBROOK N Y CENT SCH DIST,11835000
1565,New York 18th,CHESTER N Y UN FREE SCH DIST,11735000
1565,New York 18th,NEWBURGH TOWN N Y,10825000
1565,New York 18th,MONROE WOODBURY N Y CENT SCH DIST,10625000
1565,New York 18th,METROPOLITAN TRANSN AUTH N Y COMMUTER FACS REV,10385000
1565,New York 18th,CORNWALL N Y,9997500
1566,New York 18th,PORT JERVIS N Y,9905000
1566,New York 18th,FISHKILL N Y,9770000
1566,New York 18th,MONROE VLG N Y,9550000
1566,New York 18th,ORANGE CNTY N Y INDL DEV AGY LIFE CARE CMNTY REV,9365000
1566,New York 18th,MONTGOMERY N Y,9300000
1566,New York 18th,PINE BUSH N Y CENT SCH DIST,8905000
1566,New York 18th,NEW YORK ST DORM AUTH REVS SECONDARILY INSD,6500000
1566,New York 18th,GOSHEN VLG N Y,6250000
1566,New York 18th,NEW YORK ST MUN BD BK SPL PROG REV,6160000
1566,New York 18th,DOVER N Y UN FREE SCH DIST,6010000
1566,New York 18th,HARRIMAN VLG N Y,5410000
1566,New York 18th,SOUTH BLOOMING GROVE N Y,5285000
1566,New York 18th,WAPPINGERS FALLS N Y,5270000
1566,New York 18th,TUXEDO PARK N Y,4635000
1566,New York 18th,HIGHLANDS N Y,4045000
1566,New York 18th,ULSTER CNTY N Y RES RECOVERY AGY SOLID WASTE SY...,4045000
1566,New York 18th,LLOYD N Y,3991000
1566,New York 18th,WOODSTOCK N Y,3845000
1566,New York 18th,WOODBURY TOWN N Y,3800000
1566,New York 18th,WASHINGTONVILLE N Y,3585000
1566,New York 18th,RED HOOK N Y,3265000
1566,New York 18th,SAUGERTIES TOWN N Y,3125000
1566,New York 18th,CHESTER N Y,3045000
1566,New York 18th,ULSTER N Y,3015000
1566,New York 18th,HYDE PARK N Y DUTCHESS CNTY,2860000
1566,New York 18th,FISHKILL VLG N Y,2490000
1566,New York 18th,GOSHEN TOWN N Y,2480000
1566,New York 18th,BLOOMING GROVE N Y,2465000
1566,New York 18th,PINE PLAINS N Y CENT SCH DIST,2360000
1566,New York 18th,WOODBURY VLG N Y,2325000
1566,New York 18th,BEEKMAN N Y DUTCHESS CNTY,1950000
1566,New York 18th,ORANGE CNTY N Y INDL DEV AGY CIVIC FAC REV,1930000
1566,New York 18th,TUXEDO N Y,1925000
1566,New York 18th,FLORIDA N Y UN FREE SCH DIST,1920000
1566,New York 18th,GREENWOOD LAKE N Y UN FREE SCH DIST,1865000
1566,New York 18th,SAUGERTIES N Y CENT SCH DIST,1726849
1566,New York 18th,ESOPUS N Y,1490000
1566,New York 18th,MAYBROOK N Y,1400000
1566,New York 18th,MONTGOMERY VLG N Y,1320000
1566,New York 18th,RHINEBECK N Y,1120000
1566,New York 18th,FLORIDA VLG N Y,730000
1566,New York 18th,WEST CLINTON N Y FIRE DIST,700000
1566,New York 18th,KIRYAS JOEL N Y,685000
1566,New York 18th,UNION VALE N Y,435000
1567,New York 18th,DEERPARK TOWN N Y,260000
1567,New York 18th,WOODBURY N Y,100000
1567,New York 18th,MILAN N Y,75000
1567,New York 18th,SALES TAX ASSET RECEIVABLE CORP N Y,65000
1567,New York 18th,RED HOOK VLG N Y,50000
1567,New York 18th,NEW YORK ST URBAN DEV CORP CORRECTIONAL & YOUTH...,25000
1567,New York 18th,NEW YORK ST TWY AUTH SECOND GEN HWY & BRDG TR FD,20000
1571,New York 19th,NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR SY...,25888175000
1571,New York 19th,NEW YORK ST DORM AUTH ST PERS INCOME TAX REV,22863790000
1571,New York 19th,NEW YORK ST DORM AUTH SALES TAX REV ST SUPPORTE...,11727620000
1571,New York 19th,NEW YORK ST URBAN DEV CORP REV,10522510000
1571,New York 19th,NEW YORK ST HSG FIN AGY REV,7750525000
1571,New York 19th,NEW YORK ST DORM AUTH REVS NON ST SUPPORTED DEBT,7601547000
1571,New York 19th,NEW YORK ST TWY AUTH ST PERS INCOME TAX REV,4578675000
1571,New York 19th,NEW YORK ST URBAN DEV CORP ST SALES TAX REV,3870130000
1571,New York 19th,NEW YORK ST ENVIRONMENTAL FACS CORP ST CLEAN WT...,3751665000
1571,New York 19th,NEW YORK ST TWY AUTH GEN REV,2864979998
1571,New York 19th,NEW YORK ST TWY AUTH GEN REV JR INDBT OBLIGS,2661095000
1571,New York 19th,NEW YORK ST MTG AGY HOMEOWNER MTG REV,2107370000
1571,New York 19th,NEW YORK ST PWR AUTH REV,1570610000
1571,New York 19th,NEW YORK ST ENVIRONMENTAL FACS CORP REV,1486445000
1571,New York 19th,NEW YORK ST PWR AUTH GREEN TRANSMISSION PROJ REV,1326630000
1571,New York 19th,METROPOLITAN TRANSN AUTH N Y DEDICATED TAX FD,957705000
1571,New York 19th,NEW YORK ST,917095000
1571,New York 19th,NEW YORK ST HSG FIN AGY ST PERSONAL INCOME TAX REV,395700000
1571,New York 19th,NEW YORK ST ENERGY RESH & DEV AUTH POLLUTN CTL REV,312500000
1571,New York 19th,BROOME CNTY N Y LOC DEV CORP REV,300455000
1571,New York 19th,BROOME CNTY N Y,173436581
1571,New York 19th,NEW YORK ST MTG AGY REV,167190000
1571,New York 19th,ULSTER CNTY N Y,158251723
1571,New York 19th,ITHACA CITY N Y,143183270
1571,New York 19th,BINGHAMTON N Y,126393682
1571,New York 19th,NEW YORK ST DORM AUTH REVS SECONDARY ISSUES,104480000
1571,New York 19th,SULLIVAN CNTY N Y INFRASTRUCTURE LOC DEV CORP,101025000
1571,New York 19th,SULLIVAN CNTY N Y,98940000
1571,New York 19th,NEW YORK ST DORM AUTH REVS,88180000
1571,New York 19th,TOMPKINS CNTY N Y DEV CORP REV,84935000
1571,New York 19th,ITHACA CITY N Y CITY SCH DIST,71125000
1571,New York 19th,GREENE CNTY N Y,57290000
1571,New York 19th,TOMPKINS CNTY N Y,49103000
1571,New York 19th,COLUMBIA CNTY N Y,42430000
1571,New York 19th,RENSSELAER CNTY N Y,40980000
1571,New York 19th,WALLKILL N Y,40396000
1571,New York 19th,JOHNSON CITY N Y,40171144
1571,New York 19th,TOMPKINS CNTY DEV CORP CONTINUING CARE RETIREME...,33635000
1572,New York 19th,OTSEGO CNTY N Y CAP RESOURCE CORP REV,32885000
1572,New York 19th,TOMPKINS-SENECA-TIOGA N Y BRD COOP EDL SVCS SOL...,32000000
1572,New York 19th,NEW YORK ST DORM AUTH REVS ST SUPPORTED DEBT,30565000
1572,New York 19th,BINGHAMTON N Y CITY SCH DIST,29000000
1572,New York 19th,WHITNEY POINT N Y CENT SCH DIST,28922220
1572,New York 19th,WINDSOR N Y CENT SCH DIST,26854000
1572,New York 19th,MAINE-ENDWELL N Y CENT SCH DIST,26308630
1572,New York 19th,WALLKILL N Y CENT SCH DIST,26242318
1572,New York 19th,SUSQUEHANNA VY N Y CENT SCH DIST CONKLIN,24282400
1572,New York 19th,SHERBURNE EARLVILLE N Y CENT SCH DIST,24180000
1572,New York 19th,CHENANGO FORKS N Y CENT SCH DIST,24155000
1572,New York 19th,CORTLAND N Y ENLARGED CITY SCH DIST,23367600
1572,New York 19th,NEW YORK N Y CITY MUN WTR FIN AUTH REV,23245000
1572,New York 19th,EAST GREENBUSH N Y CENT SCH DIST,22895000
1572,New York 19th,MOUNT MARKHAM CENT SCH DIST N Y,21790000
1572,New York 19th,ELLENVILLE N Y CENT SCH DIST,21495000
1572,New York 19th,ENDICOTT N Y,20684000
1572,New York 19th,PORT JERVIS N Y CITY SCH DIST,20545000
1572,New York 19th,NEW YORK ST URBAN DEV CORP,20160000
1572,New York 19th,AVERILL PK N Y CENT SCH DIST,19540245
1572,New York 19th,OTEGO-UNADILLA N Y CENT SCH DIST,19095000
1572,New York 19th,CHENANGO VY CENT SCH DIST N Y,18932000
1572,New York 19th,GREENVILLE N Y CENT SCH DIST,18630000
1572,New York 19th,ONEONTA N Y,18335000
1572,New York 19th,VESTAL N Y CENT SCH DIST,18328800
1572,New York 19th,TRUMANSBURG N Y CENT SCH DIST,16695000
1572,New York 19th,HUDSON N Y,16497860
1572,New York 19th,VESTAL N Y,15705433
1572,New York 19th,WINDHAM-ASHLAND-JEWETT N Y CENT SCH DIST,15350000
1572,New York 19th,CORTLAND CNTY N Y,15135000
1572,New York 19th,WAWARSING N Y,14700000
1572,New York 19th,JOHNSON CITY N Y CENT SCH DIST,14010000
1572,New York 19th,FALLSBURG N Y CENT SCH DIST,13690000
1572,New York 19th,UNION N Y,13488606
1572,New York 19th,SCHODACK N Y CENT SCH DIST,13400000
1572,New York 19th,MORRIS N Y CENT SCH DIST,13250000
1572,New York 19th,HUDSON N Y CITY SCH DIST,12975000
1572,New York 19th,NORWICH N Y CITY SCH DIST,12600000
1572,New York 19th,ELDRED CENT SCH DIST N Y,12070000
1572,New York 19th,TACONIC HILLS N Y CENT SCH DIST AT CRARYVILLE,10575000
1572,New York 19th,UNADILLA VY N Y CENT SCH DIST,10435000
1572,New York 19th,LANSING N Y CENT SCH DIST,9974000
1572,New York 19th,UNION-ENDICOTT N Y CENT SCH DIST,9908000
1572,New York 19th,DRYDEN TOWN N Y,9460000
1573,New York 19th,PINE BUSH N Y CENT SCH DIST,8905000
1573,New York 19th,DRYDEN N Y CENT SCH DIST,8630000
1573,New York 19th,GREENPORT TOWN N Y,8165000
1573,New York 19th,ITHACA TOWN N Y,8165000
1573,New York 19th,CHARLOTTE VY CENT SCH DIST N Y DAVENPORT,8095000
1573,New York 19th,CAIRO-DURHAM N Y CENT SCH DIST,8074243
1573,New York 19th,SULLIVAN WEST CENT SCH DIST N Y,8000000
1573,New York 19th,GROTON N Y CENT SCH DIST,7570000
1573,New York 19th,SIDNEY N Y CENT SCH DIST,7560000
1573,New York 19th,COOPERSTOWN N Y CENT SCH DIST,7264000
1573,New York 19th,ONEONTA N Y CITY SCH DIST,6970555
1573,New York 19th,STAMFORD N Y CENT SCH DIST,6791980
1573,New York 19th,NEW YORK ST DORM AUTH REVS SECONDARILY INSD,6500000
1573,New York 19th,EDMESTON N Y CENT SCH DIST,6310000
1573,New York 19th,NEW YORK ST MUN BD BK SPL PROG REV,6160000
1573,New York 19th,NEW LEBANON N Y CENT SCH DIST,6004562
1573,New York 19th,LIBERTY N Y CENT SCH DIST,5430000
1573,New York 19th,WOODRIDGE N Y,5382000
1573,New York 19th,LAURENS N Y CENT SCH DIST,4965000
1573,New York 19th,RONDOUT VY CENT SCH DIST N Y ACCORD,4926977
1573,New York 19th,HARPURSVILLE N Y CENT SCH DIST,4843629
1573,New York 19th,BAINBRIDGE-GUILFORD N Y CENT SCH DIST,4841337
1573,New York 19th,HUNTER-TANNERSVILLE N Y CENT SCH DIST,4565000
1573,New York 19th,EAST GREENBUSH N Y,4550000
1573,New York 19th,NEWFIELD N Y CENT SCH DIST,4470000
1573,New York 19th,WINDSOR TWN N Y,4450000
1573,New York 19th,CHATHAM N Y CENT SCH DIST,4200000
1573,New York 19th,GROTON VILLAGE N Y,4200000
1573,New York 19th,ULSTER CNTY N Y RES RECOVERY AGY SOLID WASTE SY...,4045000
1573,New York 19th,LANSING TOWN N Y,3955000
1573,New York 19th,KINDERHOOK N Y CENT SCH DIST,3775000
1573,New York 19th,TRI-VALLEY CENT SCH DIST N Y GRAHAMSVILLE,3700000
1573,New York 19th,AFTON N Y CENT SCH DIST,3505000
1573,New York 19th,DELAWARE CNTY N Y,3485000
1573,New York 19th,WALTON N Y CENT SCH DIST,3465000
1573,New York 19th,ANDES N Y CENT SCH DIST,3367388
1573,New York 19th,BERLIN N Y CENT SCH DIST,3052000
1573,New York 19th,GREENE VLG NY,3050000
1573,New York 19th,GREENE N Y CENT SCH DIST,3030000
1573,New York 19th,THOMPSON N Y,2895000
1573,New York 19th,WALTON N Y,2830000
1573,New York 19th,CHENANGO N Y,2795000
1573,New York 19th,FALLSBURG N Y,2430000
1573,New York 19th,PINE PLAINS N Y CENT SCH DIST,2360000
1574,New York 19th,SCHENEVUS N Y CENT SCH DIST,2282895
1574,New York 19th,LIBERTY VLG N Y,2270000
1574,New York 19th,MARGARETVILLE N Y CENT SCH DIST,2248147
1574,New York 19th,WORCESTER N Y CENT SCH DIST,2040000
1574,New York 19th,ITHACA LANSING DRYDEN & VLGS LANSING & CAYUGA H...,1975000
1574,New York 19th,DRYDEN VLG N Y,1830000
1574,New York 19th,SHAWANGUNK TOWN N Y,1830000
